"","DATE","TIME","CH4_dry","CO2_dry","CO","Fractional_hours","N_points","track_seg_point_id","ele","time","geometry"
"1585","2020-11-30","21:13:04.924",1.8479538005,413.08563771,0.066570045408,"8050.2053",2,1206,9.75,2020-12-01 10:12:19,c(174.719933169, -36.8648499157)
"1586","2020-11-30","21:13:09.772",1.8480606044,417.773344155,0.0677212848885,"8050.2067",2,1207,10.23,2020-12-01 10:12:24,c(174.7199299, -36.8648470659)
"1587","2020-11-30","21:13:14.578",1.84807396195,414.899956435,0.0636701700655,"8050.2081",2,1208,9.75,2020-12-01 10:12:29,c(174.7199283075, -36.8648478203)
"1588","2020-11-30","21:13:19.382",1.84801421975,412.781075135,0.067086621553,"8050.2094",2,1209,9.27,2020-12-01 10:12:34,c(174.71992529, -36.8648515083)
"1589","2020-11-30","21:13:24.194",1.8481195281,415.509084005,0.0883915420495,"8050.2108",2,1210,10.23,2020-12-01 10:12:39,c(174.7199268825, -36.864852095)
"1590","2020-11-30","21:13:29.052",1.84800035365,418.276765425,0.0770557879995,"8050.2122",2,1211,9.75,2020-12-01 10:12:44,c(174.7199275531, -36.864852095)
"1591","2020-11-30","21:13:33.867",1.8479047878,412.853237055,0.076223750388,"8050.2136",2,1212,9.75,2020-12-01 10:12:49,c(174.719928978, -36.8648513407)
"1592","2020-11-30","21:13:43.424",1.84826788765,416.913539725,0.0726787949785,"8050.2164",2,1214,10.23,2020-12-01 10:12:59,c(174.7199288104, -36.8648526818)
"1593","2020-11-30","21:13:48.250",1.8480910614,421.316110426667,0.0713993123633333,"8050.2178",3,1215,10.71,2020-12-01 10:13:04,c(174.7199272178, -36.8648532685)
"1594","2020-11-30","21:13:52.996",1.84819377473333,423.376204213333,0.0726411608323333,"8050.2192",3,1216,10.71,2020-12-01 10:13:09,c(174.7199212667, -36.8648569565)
"1595","2020-11-30","21:14:00.223",1.84825950515,416.302448415,0.0721475446635,"8050.2206",2,1217,10.23,2020-12-01 10:13:14,c(174.7199195903, -36.8648619018)
"1596","2020-11-30","21:14:02.618",1.84826925576667,414.438775926667,0.0671798916573333,"8050.2219",3,1218,10.23,2020-12-01 10:13:19,c(174.7199150641, -36.8648634944)
"1597","2020-11-30","21:14:09.802",1.8485786549,414.19977499,0.075108486332,"8050.2233",2,1219,10.23,2020-12-01 10:13:24,c(174.7199128009, -36.8648536038)
"1598","2020-11-30","21:14:14.615",1.8488064685,415.91582371,0.0729895146205,"8050.2247",2,1220,10.23,2020-12-01 10:13:29,c(174.719916489, -36.8648556154)
"1599","2020-11-30","21:14:19.671",1.8486502148,414.314460835,0.071636737128,"8050.2261",2,1221,10.23,2020-12-01 10:13:34,c(174.7199158184, -36.8648620695)
"1600","2020-11-30","21:14:24.546",1.8486899974,412.754010815,0.0740426147785,"8050.2275",2,1222,10.23,2020-12-01 10:13:39,c(174.7199121304, -36.8648619857)
"1601","2020-11-30","21:14:29.384",1.8485560768,414.511646255,0.0725302826915,"8050.2289",2,1223,10.23,2020-12-01 10:13:44,c(174.7199081909, -36.8648667634)
"1602","2020-11-30","21:14:34.296",1.84861236235,414.85044295,0.0771425554535,"8050.2303",2,1224,10.23,2020-12-01 10:13:49,c(174.7199015692, -36.8648655061)
"1603","2020-11-30","21:14:39.102",1.8486851886,414.527914065,0.070425693341,"8050.2317",2,1225,10.71,2020-12-01 10:13:54,c(174.7199018206, -36.8648723792)
"1604","2020-11-30","21:14:43.915",1.84859100255,412.791125435,0.072633190858,"8050.2331",2,1226,10.23,2020-12-01 10:13:59,c(174.7199064307, -36.8648784142)
"1605","2020-11-30","21:14:48.740",1.8484712184,417.643674165,0.067223815992,"8050.2344",2,1227,10.23,2020-12-01 10:14:04,c(174.719905844, -36.8648658413)
"1606","2020-11-30","21:14:53.549",1.84831903375,412.82386025,0.0691083650015,"8050.2358",2,1228,10.71,2020-12-01 10:14:09,c(174.7199086938, -36.8648580462)
"1607","2020-11-30","21:14:58.332",1.84836822825,412.92494094,0.0669531156725,"8050.2372",2,1229,11.19,2020-12-01 10:14:14,c(174.7199131362, -36.8648381811)
"1608","2020-11-30","21:15:03.138",1.84827862285,411.8498888,0.064912281984,"8050.2386",2,1230,10.71,2020-12-01 10:14:19,c(174.7199116275, -36.8648374267)
"1609","2020-11-30","21:15:15.194",1.8484202661,415.303013385,0.0695250298185,"8050.2414",2,1232,10.23,2020-12-01 10:14:29,c(174.7199138906, -36.8648327328)
"1610","2020-11-30","21:15:19.963",1.8484449467,413.563708925,0.0653258734095,"8050.2428",2,1233,10.71,2020-12-01 10:14:34,c(174.7199118789, -36.8648346607)
"1611","2020-11-30","21:15:24.747",1.8488369433,413.40104396,0.0684946367765,"8050.2442",2,1234,10.71,2020-12-01 10:14:39,c(174.7199077718, -36.8648413662)
"1612","2020-11-30","21:15:29.528",1.8491129681,414.352076555,0.065560078542,"8050.2456",2,1235,10.71,2020-12-01 10:14:44,c(174.7199057601, -36.8648427911)
"1613","2020-11-30","21:15:34.315",1.84845810845,412.090956245,0.069395441226,"8050.2469",2,1236,10.71,2020-12-01 10:14:49,c(174.7199084423, -36.8648488261)
"1614","2020-11-30","21:15:39.105",1.8482960998,412.80679226,0.070715897227,"8050.2483",2,1237,10.71,2020-12-01 10:14:54,c(174.7199136391, -36.8648580462)
"1615","2020-11-30","21:15:43.954",1.8483299719,412.31746588,0.067415138438,"8050.2497",2,1238,10.71,2020-12-01 10:14:59,c(174.7199169081, -36.864859052)
"1616","2020-11-30","21:15:48.894",1.848259671,411.93778589,0.072628212613,"8050.2511",2,1239,10.71,2020-12-01 10:15:04,c(174.7199166566, -36.864859974)
"1617","2020-11-30","21:15:53.719",1.84839681415,411.923163345,0.0706677908115,"8050.2525",2,1240,10.71,2020-12-01 10:15:09,c(174.7199176624, -36.8648557831)
"1618","2020-11-30","21:15:58.505",1.84828178775,411.441846425,0.0667318976195,"8050.2539",2,1241,10.71,2020-12-01 10:15:14,c(174.7199133877, -36.8648505025)
"1619","2020-11-30","21:16:03.325",1.8484003843,411.232333963333,0.0665597855893333,"8050.2553",3,1242,10.71,2020-12-01 10:15:19,c(174.7199238651, -36.8648516759)
"1620","2020-11-30","21:16:08.190",1.84843018796667,409.33120143,0.0681578987133333,"8050.2567",3,1243,10.23,2020-12-01 10:15:24,c(174.7199188359, -36.8648482393)
"1621","2020-11-30","21:16:12.966",1.8483055228,410.931509433333,0.0679396592366667,"8050.2581",3,1244,10.71,2020-12-01 10:15:29,c(174.7199163213, -36.8648468982)
"1622","2020-11-30","21:16:17.766",1.84840073403333,411.498675233333,0.0683192284653333,"8050.2594",3,1245,11.19,2020-12-01 10:15:34,c(174.7199196741, -36.8648507539)
"1623","2020-11-30","21:16:24.868",1.8484777253,410.73459975,0.0685148101445,"8050.2608",2,1246,10.71,2020-12-01 10:15:39,c(174.719912298, -36.8648559507)
"1624","2020-11-30","21:16:29.766",1.8484234438,408.94891568,0.067604090592,"8050.2622",2,1247,11.19,2020-12-01 10:15:44,c(174.7199079394, -36.8648550287)
"1625","2020-11-30","21:16:34.525",1.84846017305,410.868157835,0.067205255466,"8050.2636",2,1248,11.19,2020-12-01 10:15:49,c(174.7199094482, -36.8648525979)
"1626","2020-11-30","21:16:44.184",1.84851355155,412.30231019,0.0663273380635,"8050.2664",2,1250,10.23,2020-12-01 10:15:59,c(174.7199169919, -36.8648471497)
"1627","2020-11-30","21:16:49.003",1.8484305658,411.586888915,0.0688423384965,"8050.2678",2,1251,10.23,2020-12-01 10:16:04,c(174.7199184168, -36.8648463953)
"1628","2020-11-30","21:16:53.782",1.84828962995,410.4536017,0.0645492727995,"8050.2692",2,1252,10.23,2020-12-01 10:16:09,c(174.7199231945, -36.8648517597)
"1629","2020-11-30","21:16:59.019",1.8482422853,410.568294955,0.0628385871925,"8050.2706",2,1253,10.71,2020-12-01 10:16:14,c(174.7199295647, -36.8648494128)
"1630","2020-11-30","21:17:03.805",1.8480172274,411.25241168,0.0649187896845,"8050.2719",2,1254,10.71,2020-12-01 10:16:19,c(174.7199332528, -36.8648430426)
"1631","2020-11-30","21:17:08.936",1.8479408151,411.02771214,0.0628747617535,"8050.2733",2,1255,10.71,2020-12-01 10:16:24,c(174.7199398745, -36.8648419529)
"1632","2020-11-30","21:17:14.061",1.84788668725,410.749535755,0.0622542619845,"8050.2747",2,1256,11.19,2020-12-01 10:16:29,c(174.7199387848, -36.864838684)
"1633","2020-11-30","21:17:18.862",1.84781345235,410.926375015,0.057340083047,"8050.2761",2,1257,11.67,2020-12-01 10:16:34,c(174.719937779, -36.86483684)
"1634","2020-11-30","21:17:23.710",1.8479034835,410.488917435,0.0597507860655,"8050.2775",2,1258,11.19,2020-12-01 10:16:39,c(174.7199371085, -36.8648337387)
"1635","2020-11-30","21:17:28.496",1.84796557095,410.435911775,0.0589123522675,"8050.2789",2,1259,11.67,2020-12-01 10:16:44,c(174.7199437302, -36.8648418691)
"1636","2020-11-30","21:17:33.299",1.8479552697,411.24145732,0.0576172453073333,"8050.2803",3,1260,10.23,2020-12-01 10:16:49,c(174.7199486755, -36.8648484908)
"1637","2020-11-30","21:17:38.128",1.8480597257,411.499198846667,0.0584004321816667,"8050.2817",3,1261,10.71,2020-12-01 10:16:54,c(174.7199513577, -36.8648488261)
"1638","2020-11-30","21:17:42.900",1.8480540589,410.223800093333,0.0605540917233333,"8050.2831",3,1262,10.71,2020-12-01 10:16:59,c(174.7199480888, -36.8648458924)
"1639","2020-11-30","21:17:47.707",1.8480555713,410.345154393333,0.0583439845553333,"8050.2844",3,1263,10.71,2020-12-01 10:17:04,c(174.7199490946, -36.8648438808)
"1640","2020-11-30","21:17:54.951",1.8482171213,411.439711575,0.05793387632,"8050.2858",2,1264,11.19,2020-12-01 10:17:09,c(174.7199530341, -36.8648407795)
"1641","2020-11-30","21:17:59.740",1.8481472867,411.911545115,0.0552605023215,"8050.2872",2,1265,10.71,2020-12-01 10:17:14,c(174.7199488431, -36.864827117)
"1642","2020-11-30","21:18:04.579",1.84808806955,411.97440855,0.0617409540005,"8050.2886",2,1266,10.71,2020-12-01 10:17:19,c(174.7199462447, -36.8648110237)
"1643","2020-11-30","21:18:14.207",1.84814010845,410.56152668,0.055431061669,"8050.2914",2,1268,10.71,2020-12-01 10:17:29,c(174.7199512739, -36.8647935055)
"1644","2020-11-30","21:18:19.013",1.84809299235,410.8560845,0.057506864052,"8050.2928",2,1269,10.71,2020-12-01 10:17:34,c(174.7199489269, -36.8647899013)
"1645","2020-11-30","21:18:23.927",1.84806361355,410.282878985,0.0547109886305,"8050.2942",2,1270,10.71,2020-12-01 10:17:39,c(174.7199435625, -36.8647977803)
"1646","2020-11-30","21:18:28.707",1.8481110268,410.3345988,0.059833887394,"8050.2956",2,1271,10.71,2020-12-01 10:17:44,c(174.7199449036, -36.8648030609)
"1647","2020-11-30","21:18:33.473",1.8480473357,410.637360005,0.060719016844,"8050.2969",2,1272,11.19,2020-12-01 10:17:49,c(174.7199506871, -36.8648107722)
"1648","2020-11-30","21:18:38.312",1.8481755601,409.89301746,0.0637465948825,"8050.2983",2,1273,11.19,2020-12-01 10:17:54,c(174.7199454904, -36.8648121972)
"1649","2020-11-30","21:18:43.085",1.84812826443333,410.80049264,0.05749126955,"8050.2997",3,1274,11.19,2020-12-01 10:17:59,c(174.7199356835, -36.8648259435)
"1650","2020-11-30","21:18:47.980",1.8482198915,410.997444626667,0.060196904971,"8050.3011",3,1275,11.19,2020-12-01 10:18:04,c(174.7199422214, -36.8648379296)
"1651","2020-11-30","21:18:52.750",1.84815323696667,409.7738023,0.0615681482876667,"8050.3025",3,1276,11.19,2020-12-01 10:18:09,c(174.7199543752, -36.8648375105)
"1652","2020-11-30","21:18:59.946",1.8481886278,410.236202845,0.0654523062515,"8050.3039",2,1277,10.23,2020-12-01 10:18:14,c(174.7199367732, -36.8648345768)
"1653","2020-11-30","21:19:04.760",1.8481360737,409.67350101,0.066646325073,"8050.3053",2,1278,10.23,2020-12-01 10:18:19,c(174.719923446, -36.8648311403)
"1654","2020-11-30","21:19:09.607",1.8482723551,410.397168805,0.0675619947565,"8050.3067",2,1279,10.23,2020-12-01 10:18:24,c(174.7199137229, -36.8648287095)
"1655","2020-11-30","21:19:14.403",1.8482110247,409.422497465,0.068387881114,"8050.3081",2,1280,11.19,2020-12-01 10:18:29,c(174.7199118789, -36.8648172263)
"1656","2020-11-30","21:19:19.230",1.84836924785,410.90536241,0.0646834552125,"8050.3094",2,1281,11.19,2020-12-01 10:18:34,c(174.7199093644, -36.8648163881)
"1657","2020-11-30","21:19:23.956",1.8482166166,410.80609284,0.0669295945405,"8050.3108",2,1282,10.23,2020-12-01 10:18:39,c(174.7199121304, -36.8648165558)
"1658","2020-11-30","21:19:29.490",1.84807712725,410.787063085,0.0718289678995,"8050.3122",2,1283,10.71,2020-12-01 10:18:44,c(174.7199081909, -36.8648127839)
"1659","2020-11-30","21:19:34.331",1.84811312275,411.196577425,0.061909430431,"8050.3136",2,1284,10.23,2020-12-01 10:18:49,c(174.7199064307, -36.8648097664)
"1660","2020-11-30","21:19:44.045",1.84802242755,410.169969615,0.0694925385425,"8050.3164",2,1286,11.19,2020-12-01 10:18:59,c(174.7199091967, -36.8648259435)
"1661","2020-11-30","21:19:48.842",1.84836251235,408.535468855,0.0723651252765,"8050.3178",2,1287,10.71,2020-12-01 10:19:04,c(174.7199079394, -36.8648283742)
"1662","2020-11-30","21:19:53.602",1.84850232325,409.031939555,0.070341931965,"8050.3192",2,1288,10.23,2020-12-01 10:19:09,c(174.7199164052, -36.8648191541)
"1663","2020-11-30","21:19:58.378",1.8481512809,410.294999375,0.0630277490685,"8050.3206",2,1289,10.71,2020-12-01 10:19:14,c(174.719915567, -36.8648158014)
"1664","2020-11-30","21:20:03.203",1.84799948086667,410.593876483333,0.0644798742786667,"8050.3219",3,1290,9.75,2020-12-01 10:19:19,c(174.7199137229, -36.864809934)
"1665","2020-11-30","21:20:07.953",1.84794197553333,410.914801623333,0.0628103822756667,"8050.3233",3,1291,11.19,2020-12-01 10:19:24,c(174.7199190035, -36.8647964392)
"1666","2020-11-30","21:20:12.733",1.8479922657,410.695812146667,0.0621734402006667,"8050.3247",3,1292,10.71,2020-12-01 10:19:29,c(174.7199195903, -36.8647961877)
"1667","2020-11-30","21:20:19.914",1.8478761033,410.39195316,0.062973003779,"8050.3261",2,1293,11.19,2020-12-01 10:19:34,c(174.7199186683, -36.8647948466)
"1668","2020-11-30","21:20:24.726",1.84790574755,410.825816545,0.065022612455,"8050.3275",2,1294,10.23,2020-12-01 10:19:39,c(174.7199232783, -36.8648047373)
"1669","2020-11-30","21:20:29.523",1.8477631497,410.723085845,0.06060721879,"8050.3289",2,1295,10.23,2020-12-01 10:19:44,c(174.7199370246, -36.8648139574)
"1670","2020-11-30","21:20:34.369",1.8478455139,409.54081443,0.059198522368,"8050.3303",2,1296,10.23,2020-12-01 10:19:49,c(174.719935935, -36.8648162205)
"1671","2020-11-30","21:20:39.191",1.8476746472,410.45677367,0.0599881691415,"8050.3317",2,1297,10.71,2020-12-01 10:19:54,c(174.7199378628, -36.8648227584)
"1672","2020-11-30","21:20:43.966",1.8476238917,410.66492215,0.0575671513385,"8050.3331",2,1298,10.23,2020-12-01 10:19:59,c(174.7199381981, -36.8648239318)
"1673","2020-11-30","21:20:48.733",1.84778555385,410.59714254,0.058858243817,"8050.3344",2,1299,10.23,2020-12-01 10:20:04,c(174.7199372761, -36.864827117)
"1674","2020-11-30","21:20:53.523",1.84778257495,411.07766374,0.0633305747405,"8050.3358",2,1300,10.71,2020-12-01 10:20:09,c(174.7199323308, -36.8648297992)
"1675","2020-11-30","21:20:58.335",1.8477193072,409.12168917,0.065895192971,"8050.3372",2,1301,10.71,2020-12-01 10:20:14,c(174.7199299, -36.864833571)
"1676","2020-11-30","21:21:03.171",1.84767716205,410.66763625,0.0601398683695,"8050.3386",2,1302,10.23,2020-12-01 10:20:19,c(174.7199306544, -36.8648395222)
"1677","2020-11-30","21:21:12.816",1.84763597873333,410.427761836667,0.063938714034,"8050.3414",3,1304,10.71,2020-12-01 10:20:29,c(174.7199310735, -36.8648401927)
"1678","2020-11-30","21:21:19.983",1.84757950315,410.484539885,0.0592768508775,"8050.3428",2,1305,10.23,2020-12-01 10:20:34,c(174.7199277207, -36.8648412824)
"1679","2020-11-30","21:21:24.799",1.84756788375,409.972019235,0.0635472403595,"8050.3442",2,1306,10.71,2020-12-01 10:20:39,c(174.7199267149, -36.8648438808)
"1680","2020-11-30","21:21:29.627",1.8477034036,410.174289005,0.0649647683215,"8050.3456",2,1307,10.71,2020-12-01 10:20:44,c(174.7199247871, -36.8648515921)
"1681","2020-11-30","21:21:34.487",1.84771318385,410.400172415,0.0639541660895,"8050.3469",2,1308,10.71,2020-12-01 10:20:49,c(174.7199253738, -36.8648518436)
"1682","2020-11-30","21:21:39.299",1.8478074624,410.132407935,0.0641112049255,"8050.3483",2,1309,10.23,2020-12-01 10:20:54,c(174.7199270502, -36.8648546096)
"1683","2020-11-30","21:21:44.134",1.8477140527,407.98125077,0.062788370476,"8050.3497",2,1310,9.75,2020-12-01 10:20:59,c(174.7199291456, -36.8648541067)
"1684","2020-11-30","21:21:49.082",1.84789523625,408.70220597,0.064714523809,"8050.3511",2,1311,10.71,2020-12-01 10:21:04,c(174.7199292295, -36.8648537714)
"1685","2020-11-30","21:21:53.882",1.84782913505,409.86776677,0.0645057482635,"8050.3525",2,1312,10.71,2020-12-01 10:21:09,c(174.7199301515, -36.8648580462)
"1686","2020-11-30","21:21:58.789",1.8479969343,409.105711285,0.067266309042,"8050.3539",2,1313,11.19,2020-12-01 10:21:14,c(174.7199267149, -36.8648580462)
"1687","2020-11-30","21:22:03.563",1.84811826395,409.80995479,0.0727264827145,"8050.3553",2,1314,10.71,2020-12-01 10:21:19,c(174.7199283913, -36.8648601416)
"1688","2020-11-30","21:22:08.375",1.84805450346667,410.10147863,0.0782435875713333,"8050.3567",3,1315,10.71,2020-12-01 10:21:24,c(174.7199329175, -36.8648606446)
"1689","2020-11-30","21:22:13.203",1.84820449275,410.56005733,0.082237988341,"8050.3581",2,1316,10.71,2020-12-01 10:21:29,c(174.7199333366, -36.8648651708)
"1690","2020-11-30","21:22:18.029",1.8481946464,409.84592224,0.0754863684413333,"8050.3594",3,1317,10.71,2020-12-01 10:21:34,c(174.7199400421, -36.8648695294)
"1691","2020-11-30","21:22:22.875",1.84823812083333,409.220215173333,0.077900138605,"8050.3608",3,1318,10.23,2020-12-01 10:21:39,c(174.7199389525, -36.8648639973)
"1692","2020-11-30","21:22:27.732",1.84809342486667,408.843884696667,0.075572789031,"8050.3622",3,1319,10.23,2020-12-01 10:21:44,c(174.7199380305, -36.8648667634)
"1693","2020-11-30","21:22:34.994",1.84798067475,407.56972118,0.0754766816325,"8050.3636",2,1320,10.23,2020-12-01 10:21:49,c(174.7199415509, -36.8648685236)
"1694","2020-11-30","21:22:44.673",1.8480515825,410.89551288,0.0683575685985,"8050.3664",2,1322,9.75,2020-12-01 10:21:59,c(174.7199413832, -36.8648767378)
"1695","2020-11-30","21:22:49.510",1.84811847255,411.37948561,0.0717190836115,"8050.3678",2,1323,9.75,2020-12-01 10:22:04,c(174.7199388687, -36.8648779113)
"1696","2020-11-30","21:22:54.371",1.84803028495,411.07081907,0.0674163939595,"8050.3692",2,1324,10.23,2020-12-01 10:22:09,c(174.71994197, -36.8648769893)
"1697","2020-11-30","21:22:59.338",1.84780318575,412.03140948,0.059252391222,"8050.3706",2,1325,9.75,2020-12-01 10:22:14,c(174.7199399583, -36.8648802582)
"1698","2020-11-30","21:23:04.151",1.8478027457,410.94163537,0.0627142290425,"8050.3719",2,1326,10.23,2020-12-01 10:22:19,c(174.7199391201, -36.8648858741)
"1699","2020-11-30","21:23:08.946",1.84798307215,411.84561526,0.0582863891815,"8050.3733",2,1327,10.23,2020-12-01 10:22:24,c(174.7199369408, -36.8648902327)
"1700","2020-11-30","21:23:13.753",1.84797713385,409.69520789,0.0585014925185,"8050.3747",2,1328,10.71,2020-12-01 10:22:29,c(174.7199381981, -36.8648948427)
"1701","2020-11-30","21:23:18.545",1.8478674375,408.25978206,0.0609295937465,"8050.3761",2,1329,10.71,2020-12-01 10:22:34,c(174.7199376952, -36.864897944)
"1702","2020-11-30","21:23:23.374",1.8479709579,409.438616685,0.0622187930215,"8050.3775",2,1330,10.23,2020-12-01 10:22:39,c(174.7199333366, -36.8649043143)
"1703","2020-11-30","21:23:28.164",1.84779587885,408.759932765,0.062450105814,"8050.3789",2,1331,10.23,2020-12-01 10:22:44,c(174.7199295647, -36.8649043143)
"1704","2020-12-01","03:24:03.122",1.86281203955,436.031450115,0.24472404324,"8056.3883",2,5615,8.79,2020-12-01 16:23:18,c(174.8245739378, -36.9174396526)
"1705","2020-12-01","03:24:07.973",1.86231965285,480.388234715,0.346244884015,"8056.3897",2,5616,8.31,2020-12-01 16:23:23,c(174.8245741054, -36.9174434245)
"1706","2020-12-01","03:24:12.788",1.8643966453,511.43184735,0.47753080706,"8056.3911",2,5617,8.31,2020-12-01 16:23:28,c(174.8245672323, -36.9174439274)
"1707","2020-12-01","03:24:17.601",1.86722262335,532.100705645,1.0266056308,"8056.3925",2,5618,9.27,2020-12-01 16:23:33,c(174.8244132567, -36.917347284)
"1708","2020-12-01","03:24:22.403",1.8610040431,531.03091837,0.489538738115,"8056.3939",2,5619,11.19,2020-12-01 16:23:38,c(174.8240517452, -36.9170685858)
"1709","2020-12-01","03:24:27.216",1.85753034136667,499.467520153333,0.280844763466667,"8056.3953",3,5620,12.63,2020-12-01 16:23:43,c(174.8235898186, -36.916676648)
"1710","2020-12-01","03:24:32.023",1.8562438714,538.845468346667,0.309343352176667,"8056.3967",3,5621,15.04,2020-12-01 16:23:48,c(174.8230757564, -36.9162445609)
"1711","2020-12-01","03:24:39.223",1.87055466725,507.478563815,0.296854016345,"8056.3981",2,5622,17.44,2020-12-01 16:23:53,c(174.8225458525, -36.9158103783)
"1712","2020-12-01","03:24:41.654",1.86032210576667,446.809017653333,0.136519943808,"8056.3994",3,5623,19.84,2020-12-01 16:23:58,c(174.8220156133, -36.915377453)
"1713","2020-12-01","03:24:48.779",1.85588395015,420.88149534,0.23413422693,"8056.4008",2,5624,23.69,2020-12-01 16:24:03,c(174.8214614857, -36.9149251655)
"1714","2020-12-01","03:24:53.572",1.8533376821,413.17607644,0.198731043005,"8056.4022",2,5625,25.61,2020-12-01 16:24:08,c(174.8209229484, -36.9144194014)
"1715","2020-12-01","03:24:58.446",1.8500768567,408.551781015,0.136179822935,"8056.4036",2,5626,22.73,2020-12-01 16:24:13,c(174.8205289152, -36.9138340931)
"1716","2020-12-01","03:25:07.999",1.84475531895,412.10092411,0.075867461851,"8056.4064",2,5628,21.77,2020-12-01 16:24:23,c(174.8202555813, -36.9124907255)
"1717","2020-12-01","03:25:12.822",1.84777656605,424.891205645,0.2777554011,"8056.4078",2,5629,25.13,2020-12-01 16:24:28,c(174.8198965006, -36.9118707161)
"1718","2020-12-01","03:25:17.648",1.84782304735,427.922597895,0.14274997673,"8056.4092",2,5630,28.5,2020-12-01 16:24:33,c(174.8192142136, -36.9115994778)
"1719","2020-12-01","03:25:22.438",1.8467965736,417.99992176,0.101567702455,"8056.4106",2,5631,27.05,2020-12-01 16:24:38,c(174.8186579067, -36.9115087856)
"1720","2020-12-01","03:25:27.207",1.8477011218,423.289063505,0.081542420356,"8056.4119",2,5632,26.57,2020-12-01 16:24:43,c(174.8183735088, -36.9114561472)
"1721","2020-12-01","03:25:31.996",1.8488175085,526.5249476,0.29627505099,"8056.4133",3,5633,26.09,2020-12-01 16:24:48,c(174.8181078024, -36.9113636948)
"1722","2020-12-01","03:25:36.770",1.85021704566667,556.708929506667,0.16962377801,"8056.4147",3,5634,25.61,2020-12-01 16:24:53,c(174.8178436887, -36.9112656265)
"1723","2020-12-01","03:25:43.924",1.85329487255,506.435597585,0.36429700613,"8056.4161",2,5635,25.61,2020-12-01 16:24:58,c(174.818500746, -36.9114651158)
"1724","2020-12-01","03:25:48.700",1.8519915932,473.51519511,0.242737861725,"8056.4175",2,5636,26.57,2020-12-01 16:25:03,c(174.8184915259, -36.9114689715)
"1725","2020-12-01","03:25:53.500",1.8523287552,523.897869625,0.234163303265,"8056.4189",2,5637,26.57,2020-12-01 16:25:08,c(174.8184951302, -36.9114595838)
"1726","2020-12-01","03:25:58.329",1.85076277415,461.74161065,0.134382944915,"8056.4203",2,5638,26.09,2020-12-01 16:25:13,c(174.8184869159, -36.9114561472)
"1727","2020-12-01","03:26:03.125",1.8533314717,471.816371265,0.761230152245,"8056.4217",2,5639,26.09,2020-12-01 16:25:18,c(174.8184900172, -36.9114638586)
"1728","2020-12-01","03:26:08.015",1.86181817595,488.941858285,0.49029598489,"8056.4231",2,5640,25.13,2020-12-01 16:25:23,c(174.8184927832, -36.9114615116)
"1729","2020-12-01","03:26:12.845",1.8545057165,419.757470085,0.12416718343,"8056.4244",2,5641,25.13,2020-12-01 16:25:28,c(174.8184903525, -36.9114610087)
"1730","2020-12-01","03:26:17.601",1.86105969585,413.922839165,0.15033278834,"8056.4258",2,5642,25.61,2020-12-01 16:25:33,c(174.818444252, -36.9114532974)
"1731","2020-12-01","03:26:22.400",1.8650267326,410.061013205,0.0794965701255,"8056.4272",2,5643,26.57,2020-12-01 16:25:38,c(174.8181186989, -36.9113285746)
"1732","2020-12-01","03:26:27.184",1.84710918115,407.478077275,0.0790938563615,"8056.4286",2,5644,25.13,2020-12-01 16:25:43,c(174.8175317142, -36.9111146685)
"1733","2020-12-01","03:26:36.809",1.8430610036,409.875399236667,0.11984635385,"8056.4314",3,5646,23.69,2020-12-01 16:25:53,c(174.816454472, -36.9102660008)
"1734","2020-12-01","03:26:44.071",1.84305339705,411.801844715,0.089422124367,"8056.4328",2,5647,23.69,2020-12-01 16:25:58,c(174.8160572536, -36.9097099453)
"1735","2020-12-01","03:26:48.790",1.84285547275,409.185335625,0.0898926340805,"8056.4342",2,5648,22.73,2020-12-01 16:26:03,c(174.8156104144, -36.9091543928)
"1736","2020-12-01","03:26:53.602",1.8434716975,411.293702975,0.116217454864,"8056.4356",2,5649,23.21,2020-12-01 16:26:08,c(174.815062657, -36.9085689168)
"1737","2020-12-01","03:26:58.398",1.8510667187,446.05177744,0.72428546952,"8056.4369",2,5650,26.57,2020-12-01 16:26:13,c(174.8145070206, -36.9080334809)
"1738","2020-12-01","03:27:03.209",1.8558031068,456.75760267,0.3544468448,"8056.4383",2,5651,30.9,2020-12-01 16:26:18,c(174.8138881847, -36.9078445528)
"1739","2020-12-01","03:27:07.938",1.8529733317,414.314481275,0.241932894875,"8056.4397",2,5652,30.42,2020-12-01 16:26:23,c(174.8134001903, -36.9078790862)
"1740","2020-12-01","03:27:12.732",1.84946804915,421.283889185,0.28874360472,"8056.4411",2,5653,28.02,2020-12-01 16:26:28,c(174.8129756469, -36.9079770707)
"1741","2020-12-01","03:27:17.585",1.84669304,431.57207096,0.182757880165,"8056.4425",2,5654,24.65,2020-12-01 16:26:33,c(174.812438786, -36.9079323113)
"1742","2020-12-01","03:27:22.403",1.84520463215,416.53319768,0.0988079594955,"8056.4439",2,5655,24.65,2020-12-01 16:26:38,c(174.8120026756, -36.9076149724)
"1743","2020-12-01","03:27:27.250",1.84464324766667,415.188504616667,0.085047129087,"8056.4453",3,5656,24.65,2020-12-01 16:26:43,c(174.8116065469, -36.9071501959)
"1744","2020-12-01","03:27:32.052",1.84446381646667,441.867077786667,0.188114510754667,"8056.4467",3,5657,23.69,2020-12-01 16:26:48,c(174.8111719452, -36.9066606928)
